SampleID,Run_TM,TM_BAM
CONTROL31R9,R3550,/mnt/BACKUP_NAS05/ECDTM_repo/R3550/align/47-CONTROL31R9CT448T_M560-M760.deduplicated.bam
CONTROL32PR1,R3326,/mnt/BACKUP_NAS05/ECDTM_repo/R3326/align/6-CONTROL32PR1CT407T_M561-M761.deduplicated.bam
CONTROL32PR5,R3449,/mnt/BACKUP_NAS05/ECDTM_repo/R3449/align/34-CONTROL32PR5CT427T_M560-M760.deduplicated.bam
CONTROL33,R3353,/mnt/BACKUP_NAS05/ECDTM_repo/R3353/align/61-CONTROL33T_M541-M741.deduplicated.bam
CONTROL33PR10,R3426,/mnt/BACKUP_NAS05/ECDTM_repo/R3426/align/34-CONTROL33PR10CT423T_M540-M740.deduplicated.bam
CONTROL33PR11,R3426,/mnt/BACKUP_NAS05/ECDTM_repo/R3426/align/35-CONTROL33PR11CT423T_M517-M717.deduplicated.bam
CONTROL33PR12,R3426,/mnt/BACKUP_NAS05/ECDTM_repo/R3426/align/36-CONTROL33PR12CT423T_M545-M745.deduplicated.bam
CONTROL33PR13,R3449,/mnt/BACKUP_NAS05/ECDTM_repo/R3449/align/35-CONTROL33PR13CT427T_M561-M761.deduplicated.bam
CONTROL33PR14,R3449,/mnt/BACKUP_NAS05/ECDTM_repo/R3449/align/36-CONTROL33PR14CT427T_M517-M717.deduplicated.bam
CONTROL33PR15,R3479,/mnt/BACKUP_NAS05/ECDTM_repo/R3479/align/13-CONTROL33PR15CT430T_M544-M744.deduplicated.bam
CONTROL33PR16,R3479,/mnt/BACKUP_NAS05/ECDTM_repo/R3479/align/34-CONTROL33PR16CT431T_M596-M796.deduplicated.bam
CONTROL33PR17,R3479,/mnt/BACKUP_NAS05/ECDTM_repo/R3479/align/35-CONTROL33PR17CT431T_M521-M721.deduplicated.bam
CONTROL33PR19,R3489,/mnt/BACKUP_NAS05/ECDTM_repo/R3489/align/14-CONTROL33PR19CT432T_M577-M777.deduplicated.bam
CONTROL33PR21,R3519,/mnt/BACKUP_NAS05/ECDTM_repo/R3519/align/47-CONTROL33PR21CT438T_M545-M745.deduplicated.bam
CONTROL33PR23,R3529,/mnt/BACKUP_NAS05/ECDTM_repo/R3529/align/79-CONTROL33PR23CT444T_M505-M705.deduplicated.bam
CONTROL33PR24,R3549,/mnt/BACKUP_NAS05/ECDTM_repo/R3549/align/16-CONTROL33PR24CT445T_M586-M786.deduplicated.bam
CONTROL33PR7,R3417,/mnt/BACKUP_NAS05/ECDTM_repo/R3417/align/16-CONTROL33PR7CT422T_M516-M716.deduplicated.bam
CONTROL33PR9,R3426,/mnt/BACKUP_NAS05/ECDTM_repo/R3426/align/33-CONTROL33PR9CT423T_M581-M781.deduplicated.bam
CONTROL33R8,R3426,/mnt/BACKUP_NAS05/ECDTM_repo/R3426/align/12-CONTROL33R8CT424T_M547-M747.deduplicated.bam
CONTROL34R1,R3530,/mnt/BACKUP_NAS05/ECDTM_repo/R3530/align/79-CONTROL34R1T_M538-M738.deduplicated.bam
CONTROL34R2,R3530,/mnt/BACKUP_NAS05/ECDTM_repo/R3530/align/47-CONTROL34R2T_M548-M748.deduplicated.bam
CONTROL34R3,R3558,/mnt/BACKUP_NAS05/ECDTM_repo/R3558/align/15-CONTROL34R3T_M550-M750.deduplicated.bam
CONTROL34R4,R3569,/mnt/BACKUP_NAS05/ECDTM_repo/R3569/align/33-CONTROL34R4T_M580-M780.deduplicated.bam
CONTROL36R11,R3448,/mnt/BACKUP_NAS05/ECDTM_repo/R3448/align/18-CONTROL36R11T_M583-M783.deduplicated.bam
CONTROL36R13,R3463,/mnt/BACKUP_NAS05/ECDTM_repo/R3463/align/75-CONTROL36R13T_M583-M783.deduplicated.bam
CONTROL36R16,R3463,/mnt/BACKUP_NAS05/ECDTM_repo/R3463/align/71-CONTROL36R16T_M551-M751.deduplicated.bam
CONTROL36R17,R3463,/mnt/BACKUP_NAS05/ECDTM_repo/R3463/align/109-CONTROL36R17T_M567-M767.deduplicated.bam
CONTROL36R18,R3463,/mnt/BACKUP_NAS05/ECDTM_repo/R3463/align/105-CONTROL36R18T_M569-M769.deduplicated.bam
CONTROL36R19,R3478,/mnt/BACKUP_NAS05/ECDTM_repo/R3478/align/73-CONTROL36R19T_M585-M785.deduplicated.bam
CONTROL36R2,R3389,/mnt/BACKUP_NAS05/ECDTM_repo/R3478/align/103-CONTROL36R20T_M506-M706.deduplicated.bam
CONTROL36R21,R3489,/mnt/BACKUP_NAS05/ECDTM_repo/R3489/align/8-CONTROL36R21T_M541-M741.deduplicated.bam
CONTROL36R25,R3509,/mnt/BACKUP_NAS05/ECDTM_repo/R3509/align/15-CONTROL36R25T_M541-M741.deduplicated.bam
CONTROL36R4,R3404,/mnt/BACKUP_NAS05/ECDTM_repo/R3404/align/78-CONTROL36R4T_M518-M718.deduplicated.bam
CONTROL36R5,R3404,/mnt/BACKUP_NAS05/ECDTM_repo/R3404/align/79-CONTROL36R5T_M519-M719.deduplicated.bam
CONTROL36R7,R3429,/mnt/BACKUP_NAS05/ECDTM_repo/R3429/align/32-CONTROL36R7T_M512-M712.deduplicated.bam
CONTROL38R1,R3550,/mnt/BACKUP_NAS05/ECDTM_repo/R3636/align/48-CONTROL38R12CT467T_M587-M787.deduplicated.bam
CONTROL38R2,R3550,/mnt/BACKUP_NAS05/ECDTM_repo/R3773/align/80-CONTROL38R27CT517T_M538-M738.deduplicated.bam
CONTROL39PR1,R3559,/mnt/BACKUP_NAS05/ECDTM_repo/R3559/align/42-CONTROL39PR1CT453T_M529-M729.deduplicated.bam
CONTROL39R2,R3568,/mnt/BACKUP_NAS05/ECDTM_repo/R3568/align/15-CONTROL39R2CT454T_M529-M729.deduplicated.bam
CONTROL40,R3550,/mnt/BACKUP_NAS05/ECDTM_repo/R3550/align/44-CONTROL40CT448T_M511-M711.deduplicated.bam
CONTROL40PR4,R3596,/mnt/BACKUP_NAS05/ECDTM_repo/R3596/align/12-CONTROL40PR4CT461T_M512-M712.deduplicated.bam
CONTROL40R1,R3550,/mnt/BACKUP_NAS05/ECDTM_repo/R3683/align/1-CONTROL40R17CT485T_M566-M766.deduplicated.bam
CONTROL41R6,R3596,/mnt/BACKUP_NAS05/ECDTM_repo/R3596/align/12-CONTROL41R6T_M530-M730.deduplicated.bam
CONTROL42P,R3596,/mnt/BACKUP_NAS05/ECDTM_repo/R3596/align/7-CONTROL42PCT461T_M571-M771.deduplicated.bam
CONTROL44R1,R3685,/mnt/BACKUP_NAS05/ECDTM_repo/R3685/align/37-CONTROL44R1CT487T_M559-M759.deduplicated.bam
CONTROL44R2,R3685,/mnt/BACKUP_NAS05/ECDTM_repo/R3685/align/38-CONTROL44R2CT487T_M560-M760.deduplicated.bam
CONTROL44R9,R3715,/mnt/BACKUP_NAS05/ECDTM_repo/R3715/align/44-CONTROL44R9CT497T_M524-M724.deduplicated.bam
LODCONTROL2,R3683,/mnt/BACKUP_NAS05/ECDTM_repo/R3683/align/13-LODCONTROL2CT485T_M520-M720.deduplicated.bam
LODCONTROL3,R3703,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/4-LODCONTROL3CT492T_M556-M756.deduplicated.bam
LODCONTROL4R1,R3715,/mnt/BACKUP_NAS05/ECDTM_repo/R3715/align/1-LODCONTROL4R1CT495T_M512-M712.deduplicated.bam
LODCONTROL5R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/20-LODCONTROL5R1CT499T_M580-M780.deduplicated.bam
